Index,Fips,Location,Oxycodone / Hydrocodone,TimeFrame,Data Type,Data,MOE
62,2,Alaska,Hydrocodone,2006,"Rate per 100,000",7.83223,
63,2,Alaska,Hydrocodone,2007,"Rate per 100,000",8.66877,
64,2,Alaska,Hydrocodone,2008,"Rate per 100,000",9.39256,
65,2,Alaska,Hydrocodone,2009,"Rate per 100,000",9.84003,
66,2,Alaska,Hydrocodone,2010,"Rate per 100,000",8.94792,
67,2,Alaska,Hydrocodone,2011,"Rate per 100,000",9.47216,
68,2,Alaska,Hydrocodone,2012,"Rate per 100,000",9.49849,
69,2,Alaska,Hydrocodone,2013,"Rate per 100,000",9.39149,
70,2,Alaska,Hydrocodone,2014,"Rate per 100,000",8.98112,
71,2,Alaska,Hydrocodone,2015,"Rate per 100,000",8.13675,
72,2,Alaska,Hydrocodone,2016,"Rate per 100,000",7.43868,
73,2,Alaska,Oxycodone,2017,"Rate per 100,000",19.39345,
74,2,Alaska,Hydrocodone,2017,"Rate per 100,000",6.25486,
75,2,Alaska,Oxycodone,2018,"Rate per 100,000",16.90886,
76,2,Alaska,Hydrocodone,2018,"Rate per 100,000",5.19842,
77,4,Arizona,Oxycodone,2000,"Rate per 100,000",8.1909,
78,4,Arizona,Oxycodone,2001,"Rate per 100,000",11.27272,
79,4,Arizona,Oxycodone,2002,"Rate per 100,000",12.74315,
80,4,Arizona,Oxycodone,2003,"Rate per 100,000",15.39839,
81,4,Arizona,Oxycodone,2004,"Rate per 100,000",17.5889,
82,4,Arizona,Oxycodone,2005,"Rate per 100,000",19.97417,
83,4,Arizona,Oxycodone,2006,"Rate per 100,000",23.97781,
84,4,Arizona,Oxycodone,2007,"Rate per 100,000",40.87166,
85,4,Arizona,Oxycodone,2008,"Rate per 100,000",29.27255,
86,4,Arizona,Oxycodone,2009,"Rate per 100,000",32.82813,
87,4,Arizona,Oxycodone,2010,"Rate per 100,000",28.86066,
88,4,Arizona,Oxycodone,2011,"Rate per 100,000",31.92624,
89,4,Arizona,Oxycodone,2012,"Rate per 100,000",34.61801,
90,4,Arizona,Oxycodone,2013,"Rate per 100,000",32.48752,
91,4,Arizona,Oxycodone,2014,"Rate per 100,000",33.07677,
92,4,Arizona,Oxycodone,2015,"Rate per 100,000",32.38275,
93,4,Arizona,Oxycodone,2016,"Rate per 100,000",30.75284,
94,4,Arizona,Hydrocodone,2000,"Rate per 100,000",4.42918,
95,4,Arizona,Hydrocodone,2001,"Rate per 100,000",5.32648,
96,4,Arizona,Hydrocodone,2002,"Rate per 100,000",6.12019,
97,4,Arizona,Hydrocodone,2003,"Rate per 100,000",7.26254,
98,4,Arizona,Hydrocodone,2004,"Rate per 100,000",8.31719,
99,4,Arizona,Hydrocodone,2005,"Rate per 100,000",8.45315,
100,4,Arizona,Hydrocodone,2006,"Rate per 100,000",9.36985,
101,4,Arizona,Hydrocodone,2007,"Rate per 100,000",10.49671,
102,4,Arizona,Hydrocodone,2008,"Rate per 100,000",10.94692,
103,4,Arizona,Hydrocodone,2009,"Rate per 100,000",11.65743,
104,4,Arizona,Hydrocodone,2010,"Rate per 100,000",9.61838,
105,4,Arizona,Hydrocodone,2011,"Rate per 100,000",10.50908,
106,4,Arizona,Hydrocodone,2012,"Rate per 100,000",10.48663,
107,4,Arizona,Hydrocodone,2013,"Rate per 100,000",10.35919,
108,4,Arizona,Hydrocodone,2014,"Rate per 100,000",9.95986,
109,4,Arizona,Hydrocodone,2015,"Rate per 100,000",7.98616,
110,4,Arizona,Hydrocodone,2016,"Rate per 100,000",7.32528,
111,4,Arizona,Oxycodone,2017,"Rate per 100,000",26.60187,
112,4,Arizona,Hydrocodone,2017,"Rate per 100,000",6.3194,
113,4,Arizona,Oxycodone,2018,"Rate per 100,000",21.62632,
114,4,Arizona,Hydrocodone,2018,"Rate per 100,000",5.45539,
115,5,Arkansas,Oxycodone,2000,"Rate per 100,000",4.5602,
116,5,Arkansas,Oxycodone,2001,"Rate per 100,000",5.88981,
117,5,Arkansas,Oxycodone,2002,"Rate per 100,000",6.51563,
118,5,Arkansas,Oxycodone,2003,"Rate per 100,000",7.46912,
119,5,Arkansas,Oxycodone,2004,"Rate per 100,000",9.49072,
120,5,Arkansas,Oxycodone,2005,"Rate per 100,000",11.4243,
121,5,Arkansas,Oxycodone,2006,"Rate per 100,000",11.81984,
122,5,Arkansas,Oxycodone,2007,"Rate per 100,000",14.38313,
123,5,Arkansas,Oxycodone,2008,"Rate per 100,000",14.96242,
124,5,Arkansas,Oxycodone,2009,"Rate per 100,000",16.97316,
125,5,Arkansas,Oxycodone,2010,"Rate per 100,000",17.70537,
126,5,Arkansas,Oxycodone,2011,"Rate per 100,000",19.06231,
127,5,Arkansas,Oxycodone,2012,"Rate per 100,000",20.79952,
128,5,Arkansas,Oxycodone,2013,"Rate per 100,000",20.08774,
129,5,Arkansas,Oxycodone,2014,"Rate per 100,000",21.56404,
130,5,Arkansas,Oxycodone,2015,"Rate per 100,000",22.94648,
131,5,Arkansas,Oxycodone,2016,"Rate per 100,000",21.7345,
132,5,Arkansas,Hydrocodone,2000,"Rate per 100,000",6.6796,
133,5,Arkansas,Hydrocodone,2001,"Rate per 100,000",7.74932,
134,5,Arkansas,Hydrocodone,2002,"Rate per 100,000",9.2347,
135,5,Arkansas,Hydrocodone,2003,"Rate per 100,000",10.48047,
136,5,Arkansas,Hydrocodone,2004,"Rate per 100,000",11.43696,
137,5,Arkansas,Hydrocodone,2005,"Rate per 100,000",12.5478,
138,5,Arkansas,Hydrocodone,2006,"Rate per 100,000",14.73851,
139,5,Arkansas,Hydrocodone,2007,"Rate per 100,000",17.47319,
140,5,Arkansas,Hydrocodone,2008,"Rate per 100,000",18.13776,
141,5,Arkansas,Hydrocodone,2009,"Rate per 100,000",19.78716,
142,5,Arkansas,Hydrocodone,2010,"Rate per 100,000",19.65407,
143,5,Arkansas,Hydrocodone,2011,"Rate per 100,000",21.32759,
144,5,Arkansas,Hydrocodone,2012,"Rate per 100,000",22.18987,
145,5,Arkansas,Hydrocodone,2013,"Rate per 100,000",23.56239,
146,5,Arkansas,Hydrocodone,2014,"Rate per 100,000",22.5121,
147,5,Arkansas,Hydrocodone,2015,"Rate per 100,000",20.24267,
148,5,Arkansas,Hydrocodone,2016,"Rate per 100,000",19.64221,
149,5,Arkansas,Oxycodone,2017,"Rate per 100,000",19.82181,
150,5,Arkansas,Hydrocodone,2017,"Rate per 100,000",18.12302,
151,5,Arkansas,Oxycodone,2018,"Rate per 100,000",15.73856,
152,5,Arkansas,Hydrocodone,2018,"Rate per 100,000",15.60833,
153,6,California,Oxycodone,2000,"Rate per 100,000",2.57246,
154,6,California,Oxycodone,2001,"Rate per 100,000",3.82506,
155,6,California,Oxycodone,2002,"Rate per 100,000",4.87753,
156,6,California,Oxycodone,2003,"Rate per 100,000",5.98438,
157,6,California,Oxycodone,2004,"Rate per 100,000",6.45332,
158,6,California,Oxycodone,2005,"Rate per 100,000",7.10785,
159,6,California,Oxycodone,2006,"Rate per 100,000",8.31454,
160,6,California,Oxycodone,2007,"Rate per 100,000",10.27364,
161,6,California,Oxycodone,2008,"Rate per 100,000",11.09871,
162,6,California,Oxycodone,2009,"Rate per 100,000",12.43062,
163,6,California,Oxycodone,2010,"Rate per 100,000",11.65736,
164,6,California,Oxycodone,2011,"Rate per 100,000",11.83467,
165,6,California,Oxycodone,2012,"Rate per 100,000",12.40723,
166,6,California,Oxycodone,2013,"Rate per 100,000",11.94668,
167,6,California,Oxycodone,2014,"Rate per 100,000",11.45812,
168,6,California,Oxycodone,2015,"Rate per 100,000",11.29211,
169,6,California,Oxycodone,2016,"Rate per 100,000",10.49034,
170,6,California,Hydrocodone,2000,"Rate per 100,000",5.75942,
171,6,California,Hydrocodone,2001,"Rate per 100,000",6.35395,
172,6,California,Hydrocodone,2002,"Rate per 100,000",7.56166,
173,6,California,Hydrocodone,2003,"Rate per 100,000",9.06399,
174,6,California,Hydrocodone,2004,"Rate per 100,000",9.76293,
175,6,California,Hydrocodone,2005,"Rate per 100,000",9.62567,
176,6,California,Hydrocodone,2006,"Rate per 100,000",10.48273,
177,6,California,Hydrocodone,2007,"Rate per 100,000",11.76012,
178,6,California,Hydrocodone,2008,"Rate per 100,000",12.47553,
179,6,California,Hydrocodone,2009,"Rate per 100,000",13.24202,
180,6,California,Hydrocodone,2010,"Rate per 100,000",12.37742,
181,6,California,Hydrocodone,2011,"Rate per 100,000",13.70494,
182,6,California,Hydrocodone,2012,"Rate per 100,000",13.75928,
183,6,California,Hydrocodone,2013,"Rate per 100,000",13.60305,
184,6,California,Hydrocodone,2014,"Rate per 100,000",13.03133,
185,6,California,Hydrocodone,2015,"Rate per 100,000",11.95722,
186,6,California,Hydrocodone,2016,"Rate per 100,000",10.92161,
187,6,California,Oxycodone,2017,"Rate per 100,000",9.2683,
188,6,California,Hydrocodone,2017,"Rate per 100,000",9.7409,
189,6,California,Oxycodone,2018,"Rate per 100,000",7.74211,
190,6,California,Hydrocodone,2018,"Rate per 100,000",8.41218,
191,8,Colorado,Oxycodone,2000,"Rate per 100,000",4.76166,
192,8,Colorado,Oxycodone,2001,"Rate per 100,000",7.07175,
193,8,Colorado,Oxycodone,2002,"Rate per 100,000",8.36588,
194,8,Colorado,Oxycodone,2003,"Rate per 100,000",9.63019,
195,8,Colorado,Oxycodone,2004,"Rate per 100,000",10.53256,
196,8,Colorado,Oxycodone,2005,"Rate per 100,000",11.17252,
197,8,Colorado,Oxycodone,2006,"Rate per 100,000",13.68083,
198,8,Colorado,Oxycodone,2007,"Rate per 100,000",17.30655,
199,8,Colorado,Oxycodone,2008,"Rate per 100,000",18.99569,
200,8,Colorado,Oxycodone,2009,"Rate per 100,000",20.44742,
201,8,Colorado,Oxycodone,2010,"Rate per 100,000",19.84961,
202,8,Colorado,Oxycodone,2011,"Rate per 100,000",22.85498,
203,8,Colorado,Oxycodone,2012,"Rate per 100,000",24.74988,
204,8,Colorado,Oxycodone,2013,"Rate per 100,000",22.07655,
205,8,Colorado,Oxycodone,2014,"Rate per 100,000",21.61937,
206,8,Colorado,Oxycodone,2015,"Rate per 100,000",21.38307,
207,8,Colorado,Oxycodone,2016,"Rate per 100,000",20.00624,
208,8,Colorado,Hydrocodone,2000,"Rate per 100,000",3.92234,
209,8,Colorado,Hydrocodone,2001,"Rate per 100,000",4.74618,
210,8,Colorado,Hydrocodone,2002,"Rate per 100,000",5.23684,
211,8,Colorado,Hydrocodone,2003,"Rate per 100,000",5.94077,
212,8,Colorado,Hydrocodone,2004,"Rate per 100,000",6.22551,
213,8,Colorado,Hydrocodone,2005,"Rate per 100,000",7.68381,
214,8,Colorado,Hydrocodone,2006,"Rate per 100,000",6.84815,
215,8,Colorado,Hydrocodone,2007,"Rate per 100,000",7.68062,
216,8,Colorado,Hydrocodone,2008,"Rate per 100,000",8.67767,
217,8,Colorado,Hydrocodone,2009,"Rate per 100,000",8.65058,
218,8,Colorado,Hydrocodone,2010,"Rate per 100,000",7.56056,
219,8,Colorado,Hydrocodone,2011,"Rate per 100,000",8.25955,
220,8,Colorado,Hydrocodone,2012,"Rate per 100,000",7.85995,
221,8,Colorado,Hydrocodone,2013,"Rate per 100,000",7.60425,
222,8,Colorado,Hydrocodone,2014,"Rate per 100,000",7.12268,
223,8,Colorado,Hydrocodone,2015,"Rate per 100,000",6.33371,
224,8,Colorado,Hydrocodone,2016,"Rate per 100,000",5.75745,
225,8,Colorado,Oxycodone,2017,"Rate per 100,000",17.74817,
226,8,Colorado,Hydrocodone,2017,"Rate per 100,000",5.1686,
227,8,Colorado,Oxycodone,2018,"Rate per 100,000",15.10614,
228,8,Colorado,Hydrocodone,2018,"Rate per 100,000",4.32773,
229,9,Connecticut,Oxycodone,2000,"Rate per 100,000",10.31355,
230,9,Connecticut,Oxycodone,2001,"Rate per 100,000",12.59439,
231,9,Connecticut,Oxycodone,2002,"Rate per 100,000",14.00725,
232,9,Connecticut,Oxycodone,2003,"Rate per 100,000",16.43987,
233,9,Connecticut,Oxycodone,2004,"Rate per 100,000",18.8566,
234,9,Connecticut,Oxycodone,2005,"Rate per 100,000",18.08532,
235,9,Connecticut,Oxycodone,2006,"Rate per 100,000",20.28657,
236,9,Connecticut,Oxycodone,2007,"Rate per 100,000",22.87716,
237,9,Connecticut,Oxycodone,2008,"Rate per 100,000",23.64935,
238,9,Connecticut,Oxycodone,2009,"Rate per 100,000",25.24122,
239,9,Connecticut,Oxycodone,2010,"Rate per 100,000",25.98948,
240,9,Connecticut,Oxycodone,2011,"Rate per 100,000",26.63045,
241,9,Connecticut,Oxycodone,2012,"Rate per 100,000",28.68816,
242,9,Connecticut,Oxycodone,2013,"Rate per 100,000",28.25519,
243,9,Connecticut,Oxycodone,2014,"Rate per 100,000",27.17646,
244,9,Connecticut,Oxycodone,2015,"Rate per 100,000",25.22296,
245,9,Connecticut,Oxycodone,2016,"Rate per 100,000",22.0836,
246,9,Connecticut,Hydrocodone,2000,"Rate per 100,000",3.01738,
247,9,Connecticut,Hydrocodone,2001,"Rate per 100,000",2.79866,
248,9,Connecticut,Hydrocodone,2002,"Rate per 100,000",3.58762,
249,9,Connecticut,Hydrocodone,2003,"Rate per 100,000",3.85066,
250,9,Connecticut,Hydrocodone,2004,"Rate per 100,000",3.67812,
251,9,Connecticut,Hydrocodone,2005,"Rate per 100,000",4.20813,
252,9,Connecticut,Hydrocodone,2006,"Rate per 100,000",3.99754,
253,9,Connecticut,Hydrocodone,2007,"Rate per 100,000",4.59407,
254,9,Connecticut,Hydrocodone,2008,"Rate per 100,000",4.95348,
255,9,Connecticut,Hydrocodone,2009,"Rate per 100,000",4.88047,
256,9,Connecticut,Hydrocodone,2010,"Rate per 100,000",4.48795,
257,9,Connecticut,Hydrocodone,2011,"Rate per 100,000",4.94219,
258,9,Connecticut,Hydrocodone,2012,"Rate per 100,000",4.55794,
259,9,Connecticut,Hydrocodone,2013,"Rate per 100,000",4.30323,
260,9,Connecticut,Hydrocodone,2014,"Rate per 100,000",3.86389,
261,9,Connecticut,Hydrocodone,2015,"Rate per 100,000",3.18985,
262,9,Connecticut,Hydrocodone,2016,"Rate per 100,000",2.70456,
263,9,Connecticut,Oxycodone,2017,"Rate per 100,000",18.54943,
264,9,Connecticut,Hydrocodone,2017,"Rate per 100,000",2.24854,
265,9,Connecticut,Oxycodone,2018,"Rate per 100,000",15.91856,
266,9,Connecticut,Hydrocodone,2018,"Rate per 100,000",1.88702,
267,10,Delaware,Oxycodone,2000,"Rate per 100,000",10.44289,
268,10,Delaware,Oxycodone,2001,"Rate per 100,000",11.8738,
269,10,Delaware,Oxycodone,2002,"Rate per 100,000",14.06508,
270,10,Delaware,Oxycodone,2003,"Rate per 100,000",20.71093,
271,10,Delaware,Oxycodone,2004,"Rate per 100,000",21.23004,
272,10,Delaware,Oxycodone,2005,"Rate per 100,000",25.3578,
273,10,Delaware,Oxycodone,2006,"Rate per 100,000",29.03029,
274,10,Delaware,Oxycodone,2007,"Rate per 100,000",36.16889,
275,10,Delaware,Oxycodone,2008,"Rate per 100,000",46.5959,
276,10,Delaware,Oxycodone,2009,"Rate per 100,000",54.60294,
277,10,Delaware,Oxycodone,2010,"Rate per 100,000",56.37074,
278,10,Delaware,Oxycodone,2011,"Rate per 100,000",61.85538,
279,10,Delaware,Oxycodone,2012,"Rate per 100,000",48.54379,
280,10,Delaware,Oxycodone,2013,"Rate per 100,000",40.74571,
281,10,Delaware,Oxycodone,2014,"Rate per 100,000",38.69969,
282,10,Delaware,Oxycodone,2015,"Rate per 100,000",35.54891,
283,10,Delaware,Oxycodone,2016,"Rate per 100,000",33.72506,
284,10,Delaware,Hydrocodone,2000,"Rate per 100,000",2.90716,
285,10,Delaware,Hydrocodone,2001,"Rate per 100,000",2.78184,
286,10,Delaware,Hydrocodone,2002,"Rate per 100,000",3.44298,
287,10,Delaware,Hydrocodone,2003,"Rate per 100,000",4.11224,
288,10,Delaware,Hydrocodone,2004,"Rate per 100,000",4.46418,
289,10,Delaware,Hydrocodone,2005,"Rate per 100,000",4.79785,
290,10,Delaware,Hydrocodone,2006,"Rate per 100,000",5.21821,
291,10,Delaware,Hydrocodone,2007,"Rate per 100,000",5.46379,
292,10,Delaware,Hydrocodone,2008,"Rate per 100,000",5.90033,
293,10,Delaware,Hydrocodone,2009,"Rate per 100,000",5.94377,
294,10,Delaware,Hydrocodone,2010,"Rate per 100,000",4.97777,
295,10,Delaware,Hydrocodone,2011,"Rate per 100,000",5.20382,
296,10,Delaware,Hydrocodone,2012,"Rate per 100,000",4.69506,
297,10,Delaware,Hydrocodone,2013,"Rate per 100,000",4.2489,
298,10,Delaware,Hydrocodone,2014,"Rate per 100,000",3.90106,
299,10,Delaware,Hydrocodone,2015,"Rate per 100,000",3.41764,
300,10,Delaware,Hydrocodone,2016,"Rate per 100,000",3.10607,
301,10,Delaware,Oxycodone,2017,"Rate per 100,000",30.49302,
302,10,Delaware,Hydrocodone,2017,"Rate per 100,000",2.66257,
303,10,Delaware,Oxycodone,2018,"Rate per 100,000",27.00202,
304,10,Delaware,Hydrocodone,2018,"Rate per 100,000",2.23428,
305,11,Dist. of Columbia,Oxycodone,2000,"Rate per 100,000",6.06086,
306,11,Dist. of Columbia,Oxycodone,2001,"Rate per 100,000",6.34473,
307,11,Dist. of Columbia,Oxycodone,2002,"Rate per 100,000",6.86246,
308,11,Dist. of Columbia,Oxycodone,2003,"Rate per 100,000",9.15258,
309,11,Dist. of Columbia,Oxycodone,2004,"Rate per 100,000",8.88161,
310,11,Dist. of Columbia,Oxycodone,2005,"Rate per 100,000",9.7912,
311,11,Dist. of Columbia,Oxycodone,2006,"Rate per 100,000",9.76484,
312,11,Dist. of Columbia,Oxycodone,2007,"Rate per 100,000",10.60464,
313,11,Dist. of Columbia,Oxycodone,2008,"Rate per 100,000",10.5228,
314,11,Dist. of Columbia,Oxycodone,2009,"Rate per 100,000",12.07414,
315,11,Dist. of Columbia,Oxycodone,2010,"Rate per 100,000",12.35905,
316,11,Dist. of Columbia,Oxycodone,2011,"Rate per 100,000",13.90293,
317,11,Dist. of Columbia,Oxycodone,2012,"Rate per 100,000",13.87305,
318,11,Dist. of Columbia,Oxycodone,2013,"Rate per 100,000",13.56559,
319,11,Dist. of Columbia,Oxycodone,2014,"Rate per 100,000",12.83371,
320,11,Dist. of Columbia,Oxycodone,2015,"Rate per 100,000",12.27226,
321,11,Dist. of Columbia,Oxycodone,2016,"Rate per 100,000",11.12632,
322,11,Dist. of Columbia,Hydrocodone,2000,"Rate per 100,000",1.40475,
323,11,Dist. of Columbia,Hydrocodone,2001,"Rate per 100,000",1.32637,
324,11,Dist. of Columbia,Hydrocodone,2002,"Rate per 100,000",1.53332,
325,11,Dist. of Columbia,Hydrocodone,2003,"Rate per 100,000",1.73541,
326,11,Dist. of Columbia,Hydrocodone,2004,"Rate per 100,000",1.49651,
327,11,Dist. of Columbia,Hydrocodone,2005,"Rate per 100,000",1.74058,
328,11,Dist. of Columbia,Hydrocodone,2006,"Rate per 100,000",2.29428,
329,11,Dist. of Columbia,Hydrocodone,2007,"Rate per 100,000",4.34075,
330,11,Dist. of Columbia,Hydrocodone,2008,"Rate per 100,000",1.93468,
331,11,Dist. of Columbia,Hydrocodone,2009,"Rate per 100,000",1.9844,
332,11,Dist. of Columbia,Hydrocodone,2010,"Rate per 100,000",1.87051,
333,11,Dist. of Columbia,Hydrocodone,2011,"Rate per 100,000",1.94966,
334,11,Dist. of Columbia,Hydrocodone,2012,"Rate per 100,000",1.92457,
335,11,Dist. of Columbia,Hydrocodone,2013,"Rate per 100,000",1.91097,
336,11,Dist. of Columbia,Hydrocodone,2014,"Rate per 100,000",1.55779,
337,11,Dist. of Columbia,Hydrocodone,2015,"Rate per 100,000",1.27697,
338,11,Dist. of Columbia,Hydrocodone,2016,"Rate per 100,000",1.14269,
339,11,Dist. of Columbia,Oxycodone,2017,"Rate per 100,000",9.66491,
340,11,Dist. of Columbia,Hydrocodone,2017,"Rate per 100,000",0.9556,
341,11,Dist. of Columbia,Oxycodone,2018,"Rate per 100,000",8.24821,
342,11,Dist. of Columbia,Hydrocodone,2018,"Rate per 100,000",0.7648,
343,12,Florida,Oxycodone,2000,"Rate per 100,000",10.37563,
344,12,Florida,Oxycodone,2001,"Rate per 100,000",13.60561,
345,12,Florida,Oxycodone,2002,"Rate per 100,000",14.44077,
346,12,Florida,Oxycodone,2003,"Rate per 100,000",16.50698,
347,12,Florida,Oxycodone,2004,"Rate per 100,000",17.3962,
348,12,Florida,Oxycodone,2005,"Rate per 100,000",18.37075,
349,12,Florida,Oxycodone,2006,"Rate per 100,000",24.76977,
350,12,Florida,Oxycodone,2007,"Rate per 100,000",38.41791,
351,12,Florida,Oxycodone,2008,"Rate per 100,000",45.42102,
352,12,Florida,Oxycodone,2009,"Rate per 100,000",59.1763,
353,12,Florida,Oxycodone,2010,"Rate per 100,000",66.39032,
354,12,Florida,Oxycodone,2011,"Rate per 100,000",48.98059,
355,12,Florida,Oxycodone,2012,"Rate per 100,000",28.95293,
356,12,Florida,Oxycodone,2013,"Rate per 100,000",21.40905,
357,12,Florida,Oxycodone,2014,"Rate per 100,000",20.48162,
358,12,Florida,Oxycodone,2015,"Rate per 100,000",20.83577,
359,12,Florida,Oxycodone,2016,"Rate per 100,000",21.72925,
360,12,Florida,Hydrocodone,2000,"Rate per 100,000",6.49998,
361,12,Florida,Hydrocodone,2001,"Rate per 100,000",7.30513,
362,12,Florida,Hydrocodone,2002,"Rate per 100,000",8.47521,
363,12,Florida,Hydrocodone,2003,"Rate per 100,000",10.60529,
364,12,Florida,Hydrocodone,2004,"Rate per 100,000",12.36539,
365,12,Florida,Hydrocodone,2005,"Rate per 100,000",12.73689,
366,12,Florida,Hydrocodone,2006,"Rate per 100,000",14.32092,
367,12,Florida,Hydrocodone,2007,"Rate per 100,000",14.0869,
368,12,Florida,Hydrocodone,2008,"Rate per 100,000",12.42773,
369,12,Florida,Hydrocodone,2009,"Rate per 100,000",12.69297,
370,12,Florida,Hydrocodone,2010,"Rate per 100,000",10.59978,
371,12,Florida,Hydrocodone,2011,"Rate per 100,000",11.06459,
372,12,Florida,Hydrocodone,2012,"Rate per 100,000",10.06837,
373,12,Florida,Hydrocodone,2013,"Rate per 100,000",10.61765,
374,12,Florida,Hydrocodone,2014,"Rate per 100,000",9.73875,
375,12,Florida,Hydrocodone,2015,"Rate per 100,000",8.66725,
376,12,Florida,Hydrocodone,2016,"Rate per 100,000",8.28925,
377,12,Florida,Oxycodone,2017,"Rate per 100,000",21.82778,
378,12,Florida,Hydrocodone,2017,"Rate per 100,000",7.60453,
379,12,Florida,Oxycodone,2018,"Rate per 100,000",19.65023,
380,12,Florida,Hydrocodone,2018,"Rate per 100,000",6.39561,
381,13,Georgia,Oxycodone,2000,"Rate per 100,000",5.58962,
382,13,Georgia,Oxycodone,2001,"Rate per 100,000",7.14613,
383,13,Georgia,Oxycodone,2002,"Rate per 100,000",8.17436,
384,13,Georgia,Oxycodone,2003,"Rate per 100,000",9.18937,
385,13,Georgia,Oxycodone,2004,"Rate per 100,000",8.57519,
386,13,Georgia,Oxycodone,2005,"Rate per 100,000",8.06814,
387,13,Georgia,Oxycodone,2006,"Rate per 100,000",10.31211,
388,13,Georgia,Oxycodone,2007,"Rate per 100,000",11.96482,
